longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-1.3273137503741947,1.051717263449903,0.9821633124298519,-0.803812602122019,-0.97032521343305,-0.9733195161260458,-0.976833272273857,2.345162910425067,False,False,True,False,452600.0
-1.3223225569909238,1.0423552622470411,-0.606210165496261,2.0421301959027685,1.3482759370790036,0.861339237553228,1.6703726236687726,2.332631613594577,False,False,True,False,358500.0
-1.3323049437574588,1.0376742616456118,1.8557687252892139,-0.5351892828680311,-0.8255609655505165,-0.8197694328455294,-0.8434266510356415,1.7829394332991606,False,False,True,False,352100.0
-1.3372961371407297,1.0376742616456118,1.8557687252892139,-0.6235100675631242,-0.718767667932254,-0.765056184780058,-0.733562374721817,0.9329700016412189,False,False,True,False,341300.0
-1.3372961371407297,1.0376742616456118,1.8557687252892139,-0.4619699794938607,-0.6119743703139916,-0.7588788825791177,-0.6289297306134126,-0.013142909060729326,False,False,True,False,342200.0
-1.3372961371407297,1.0376742616456118,1.8557687252892139,-0.7859653969245649,-0.7709777245456267,-0.8930145875138218,-0.8015735933922797,0.08721277059856818,False,False,True,False,269700.0
-1.3372961371407297,1.0329932610441823,1.8557687252892139,-0.04645043284544337,-0.11597883248695046,-0.29205133053662813,0.03810337557766504,-0.11165575095083706,False,False,True,False,299200.0
-1.3372961371407297,1.0329932610441823,1.8557687252892139,0.21393571477895032,0.3539116770334043,-0.23645561072816526,0.3860069172381094,-0.3955054199137289,False,False,True,False,241400.0
-1.3422873305240006,1.0329932610441823,1.0615819863261575,-0.03729801992367206,0.30170162042003157,-0.19321449532158305,0.2499844798971838,-0.9428808898707358,False,False,True,False,226700.0
-1.3372961371407297,1.0329932610441823,1.8557687252892139,0.41757690228836186,0.40137536486374314,0.11123825601047539,0.5612665961196868,-0.09475429598198384,False,False,True,False,261100.0
-1.3422873305240006,1.0376742616456118,1.8557687252892139,-0.19883810799293564,-0.24650397402038232,-0.4544261312470593,-0.2548680279258671,-0.35175118602239835,False,False,True,False,281500.0
-1.3422873305240006,1.0376742616456118,1.8557687252892139,0.3965263525682879,0.5081686624820057,0.06976208408987612,0.6135829181738889,-0.3162633958385754,False,False,True,False,241800.0
-1.3422873305240006,1.0376742616456118,1.8557687252892139,-0.06658574127334024,-0.1515765983597046,-0.2885214435646622,-0.08222416514699994,-0.4191990483747382,False,False,True,False,213500.0
-1.3422873305240006,1.0329932610441823,1.8557687252892139,-0.888014801002315,-0.8231877811589995,-0.953022666037242,-0.8512740993437719,-0.6305462142469416,False,False,True,False,191300.0
-1.3422873305240006,1.0376742616456118,1.8557687252892139,0.002972596932121689,0.20914742915087076,-0.1879196648636342,0.31537988246493653,-1.0290730449611187,False,False,True,False,159200.0
-1.3422873305240006,1.0376742616456118,1.6969313774966026,-0.6939836470607633,-0.6048548171394408,-0.6423926125042432,-0.6158506500998621,-0.919397871440491,False,False,True,False,140000.0
-1.3472785239072644,1.0376742616456118,1.8557687252892139,-0.30683658046983703,-0.4529710160823564,-0.5576753251770618,-0.4405909712182848,-0.5771565714481339,False,False,True,False,152500.0
-1.3472785239072644,1.0376742616456118,1.8557687252892139,-0.6445606172831982,-0.5811229732242713,-0.6856337279108254,-0.5138338220941678,-0.9219251918096653,False,False,True,False,155500.0
-1.3422873305240006,1.0329932610441823,1.6969313774966026,-0.1819061440876587,-0.19666710179852653,-0.38382839180774136,-0.21039915417979524,-0.9898995792389165,False,False,True,False,158700.0
-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.5187149396088429,-0.5692570512666866,-0.6485699147051835,-0.5870766729700508,-0.6675609271538073,False,False,True,False,162900.0
-1.3472785239072644,1.0376742616456118,0.9027446385335461,-0.8628456654674439,-0.8398000718996181,-0.8965444744857877,-0.8722006281654526,-1.3233479104468546,False,False,True,False,147500.0
-1.3472785239072644,1.0376742616456118,1.0615819863261575,-0.4564785317407979,-0.4055073282520175,-0.43765916813022127,-0.349037407623431,-1.1360629405894986,False,False,True,False,159800.0
-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.09175487680821133,0.007426755871930592,-0.36176659823295454,-0.05606600411989886,-1.1300079022050185,False,False,True,False,113900.0
-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.4340551200824582,-0.4767028599975258,-0.5047270205975732,-0.45628586783454544,-0.8901230771642217,False,False,True,False,99700.0
-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.18877045377898719,-0.2393844208458315,-0.3697088439198778,-0.20255170587166493,-0.6692984599076146,False,False,True,False,132600.0
-1.3522697172905356,1.0376742616456118,0.9821633124298519,-0.961691725022574,-0.9845643197821516,-0.9777318748410032,-0.9951439849928277,-0.7726026799976153,False,False,True,False,107500.0
-1.3522697172905356,1.0376742616456118,1.617512703600297,-0.6894074405998777,-0.6974090084086015,-0.7218150693734758,-0.6812460526676147,-0.7431699281982725,False,False,True,False,93800.0
-1.3522697172905356,1.0376742616456118,1.8557687252892139,-0.3379547844038595,-0.2773553711101026,-0.2849915565926963,-0.26794710843941766,-1.086306320821379,False,False,True,False,105500.0
-1.3522697172905356,1.0329932610441823,1.6969313774966026,-0.25375258552356345,-0.10885927931239962,-0.25939987604594356,-0.0691450846334494,-1.1734988735578933,False,False,True,False,108900.0
-1.3522697172905356,1.0329932610441823,1.8557687252892139,-0.8729133196813924,-0.8967564972960248,-0.9088990788876683,-0.9009746052952639,-1.149752592589193,False,False,True,False,132000.0
-1.3522697172905356,1.0329932610441823,1.617512703600297,-0.3297176127742653,-0.21565257693066206,-0.49590230316765854,-0.3176476143909097,-1.0234392266381676,False,False,True,False,122300.0
-1.3522697172905356,1.0329932610441823,1.8557687252892139,-0.22126151965127533,-0.134964307619086,-0.22674842155525907,-0.15285119992017288,-1.0054847215154916,False,False,True,False,115200.0
-1.3472785239072644,1.0329932610441823,1.5380940297039913,-0.32697188889773393,-0.30583358380830594,-0.35205940906004835,-0.43012770680744433,-1.0921507491750946,False,False,True,False,110400.0
-1.3472785239072644,1.0283122604427497,1.617512703600297,-0.4491566014033809,-0.4078805126435345,-0.5920917231537292,-0.445822603423705,-1.31429167912398,False,False,True,False,104900.0
